Unnamed: 0,Length,SentCount,Start,VerbRatio,NounRatio,ContentRatio,Redundancy,IDF,TTR,Entropy,ICR,ParentOverlap,MethodOverlap,RepoOverlap,PathOverlap,CodeOverlap,SemanticSim
63,11,1,VERB,0.2727272727272727,0.1818181818181818,0.4545454545454545,0.0705579966306686,5.811036533128104,1.0,3.459431618637298,1.5454545454545454,0.0909090909008264,0.2727272727024793,0.0,0.0,0.5454545454049586,0.7532729456969862
64,12,1,VERB,0.25,0.25,0.5,0.2962393760681152,5.024789291310065,0.9166666666666666,3.4182958340544896,0.8333333333333334,0.0909090909008264,0.0909090909008264,0.0,0.0,0.3636363636033057,0.748803464010585
65,9,1,VERB,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0980312824249267,4.907105068243739,1.0,3.169925001442312,1.5555555555555556,0.1111111110987654,0.1111111110987654,0.0,0.0,0.4444444443950617,0.6422523599602713
66,4,1,VERB,0.25,0.25,0.5,-0.0082612317055463,6.031342916540906,1.0,2.0,9.0,0.2499999999375,0.2499999999375,0.0,0.0,0.2499999999375,0.6350636354429186
67,8,1,VERB,0.125,0.25,0.625,0.0914651900529861,6.139663836582775,1.0,3.0,6.125,0.124999999984375,0.124999999984375,0.0,0.0,0.124999999984375,0.6168511468964295
68,12,1,VERB,0.25,0.4166666666666667,0.6666666666666666,0.1561324149370193,5.601696784264958,1.0,3.584962500721156,3.0,0.0833333333263888,0.1666666666527777,0.0,0.0,0.4166666666319444,0.7528109131858249
69,34,3,VERB,0.2352941176470588,0.2647058823529412,0.5,0.0915673077106475,5.187404184766784,0.8823529411764706,4.829966150010236,0.5882352941176471,0.0,0.0999999999966666,0.0,0.0,0.2666666666577778,0.7651018146959584
70,6,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0192033089697361,7.357299755278735,1.0,2.584962500721156,3.333333333333333,0.0,0.4999999999166666,0.0,0.0,0.4999999999166666,0.7809254197117697
71,6,1,VERB,0.5,0.1666666666666666,0.6666666666666666,0.049979418516159,7.494065109800078,1.0,2.584962500721156,3.1666666666666665,0.0,0.4999999999166666,0.0,0.0,0.4999999999166666,0.7513256330102707
72,17,1,VERB,0.2352941176470588,0.2352941176470588,0.4705882352941176,0.0695140734314918,5.630446904240389,0.9411764705882352,3.969815782426811,2.117647058823529,0.0,0.0,0.0,0.0,0.1874999999882812,0.5002008318322789
73,8,2,VERB,0.25,0.375,0.625,0.1288051456212997,6.1901045832047945,0.875,2.75,1.5,0.0,0.0,0.0,0.0,0.1428571428367347,0.7036535277180005
74,19,3,VERB,0.2105263157894736,0.3157894736842105,0.5263157894736842,0.1330769062042236,4.773770504098025,0.8947368421052632,4.03740119765411,1.1578947368421053,0.0588235294083045,0.0588235294083045,0.0,0.0588235294083045,0.2941176470415225,0.5898225498841153
75,4,1,ADJ,0.0,0.5,0.75,0.1768634170293808,5.808571426675551,1.0,2.0,3.75,0.0,0.2499999999375,0.0,0.0,0.2499999999375,0.3079816203110796
76,12,1,INTJ,0.0833333333333333,0.1666666666666666,0.4166666666666667,0.1247520819306373,5.483993350897324,1.0,3.584962500721156,0.75,0.0,0.1666666666527777,0.0,0.0,0.2499999999791666,0.636164242257448
77,31,2,NOUN,0.1290322580645161,0.3225806451612903,0.5483870967741935,0.1824366450309753,5.372321083720183,0.7741935483870968,4.438067278128811,1.2258064516129032,0.0,0.0416666666649305,0.0,0.0,0.374999999984375,0.6558486371168311
78,7,1,VERB,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.1475864201784134,4.367862634239999,1.0,2.807354922057604,4.571428571428571,0.0,0.2857142856734694,0.0,0.0,0.5714285713469388,0.6816340287763667
79,8,1,VERB,0.25,0.25,0.5,0.0808593705296516,6.062877916987979,1.0,3.0,3.75,0.0,0.24999999996875,0.0,0.0,0.374999999953125,0.7797511627852944
80,14,2,VERB,0.1428571428571428,0.3571428571428571,0.5714285714285714,0.1196234449744224,4.774694449401708,0.8571428571428571,3.521640636343319,0.9285714285714286,0.0,0.1666666666527777,0.0,0.0,0.4999999999583333,0.796938227602802
81,13,3,VERB,0.0,0.6153846153846154,0.6153846153846154,0.2096103131771087,4.763020026279464,1.0,3.7004397181410926,2.0,0.0,0.0769230769171597,0.0,0.0,0.3846153845857988,0.678369494275627
82,11,3,VERB,0.1818181818181818,0.4545454545454545,0.6363636363636364,0.2350272834300995,4.812792542256227,0.9090909090909092,3.277613436819116,1.3636363636363635,0.0,0.19999999998,0.0,0.0,0.29999999997,0.5653808083572675
83,9,1,NOUN,0.1111111111111111,0.4444444444444444,0.6666666666666666,0.13352932035923,7.445240574408907,1.0,3.169925001442312,4.888888888888889,0.0,0.0,0.0,0.0,0.0,0.6761347201683157
84,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1535152643918991,5.727763740303472,1.0,1.584962500721156,6.333333333333333,0.0,0.6666666664444444,0.0,0.0,0.6666666664444444,0.7396736069742003
85,26,2,VERB,0.1923076923076923,0.2692307692307692,0.4615384615384615,0.1238163560628891,5.134107868359852,0.8076923076923077,4.315824333525707,1.4230769230769231,0.04761904761678,0.04761904761678,0.0,0.04761904761678,0.1428571428503401,0.7405669679909906
86,9,1,NOUN,0.0,0.4444444444444444,0.4444444444444444,0.2621282935142517,4.025671963375363,0.7777777777777778,2.725480556997868,2.333333333333333,0.1428571428367347,0.1428571428367347,0.0,0.1428571428367347,0.4285714285102041,0.4450575280996997
87,15,1,VERB,0.2,0.4,0.6,0.1225698888301849,4.418861401345127,0.8666666666666667,3.640223928941852,1.0,0.0,0.0769230769171597,0.0,0.0,0.307692307668639,0.6216728208273217
88,34,3,ADP,0.088235294117647,0.3823529411764705,0.5,0.0986493453383445,5.905551792737061,0.9411764705882352,4.969815782426808,0.9117647058823528,0.0,0.0,0.0,0.0,0.218749999993164,0.6283061597239982
89,17,3,VERB,0.1764705882352941,0.4117647058823529,0.6470588235294118,0.1092204377055168,5.266216144052105,0.9411764705882352,3.969815782426811,2.8823529411764706,0.0,0.1249999999921875,0.0,0.0,0.49999999996875,0.7622699194855267
90,18,3,VERB,0.1666666666666666,0.3888888888888889,0.6666666666666666,0.1186524927616119,5.626218015888153,0.8888888888888888,3.94770277922009,2.111111111111111,0.0,0.1249999999921875,0.0,0.0,0.4374999999726562,0.6766496002760145
91,20,3,VERB,0.15,0.35,0.55,0.1429565250873565,4.700890885841792,0.75,3.7841837197791888,1.05,0.0,0.1333333333244444,0.0,0.0,0.2666666666488889,0.7200405868493323
92,20,3,VERB,0.2,0.25,0.55,0.0958597883582115,4.912214876188945,0.9,4.121928094887362,1.9,0.0,0.1111111111049382,0.0,0.0,0.2777777777623457,0.7086783699699816
93,11,1,VERB,0.2727272727272727,0.3636363636363636,0.6363636363636364,0.1627538055181503,4.265234973140092,0.9090909090909092,3.2776134368191165,3.272727272727273,0.09999999999,0.09999999999,0.0,0.09999999999,0.49999999995,0.715143427485995
94,8,1,VERB,0.125,0.375,0.625,0.1890700310468673,3.9966799590583295,1.0,3.0,3.375,0.124999999984375,0.124999999984375,0.0,0.124999999984375,0.374999999953125,0.5408679741827018
95,11,1,VERB,0.0909090909090909,0.5454545454545454,0.6363636363636364,0.1743395030498504,5.191817435565615,1.0,3.459431618637298,4.454545454545454,0.0909090909008264,0.0,0.0,0.0909090909008264,0.4545454545041322,0.6774496494421367
96,6,1,VERB,0.1666666666666666,0.3333333333333333,0.5,0.3362088203430176,4.250573660815092,1.0,2.584962500721156,3.0,0.1666666666388888,0.3333333332777777,0.0,0.1666666666388888,0.4999999999166666,0.7433982791594405
97,21,2,VERB,0.1904761904761904,0.3809523809523809,0.5714285714285714,0.1086292117834091,6.217169393314547,0.8095238095238095,3.975418017913832,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.3057791398656263
98,8,1,VERB,0.0,0.625,0.625,0.2032065391540527,5.243203950151,0.875,2.75,2.625,0.0,0.1428571428367347,0.1428571428367347,0.0,0.2857142856734694,0.6484978434378638
99,10,1,VERB,0.1,0.5,0.7,0.1918785721063614,5.10303368119435,0.9,3.121928094887362,1.7,0.0,0.2222222221975308,0.0,0.0,0.5555555554938272,0.5678411787023517
100,12,1,VERB,0.1666666666666666,0.4166666666666667,0.5833333333333334,0.2247689366340637,4.3654842961998,0.9166666666666666,3.4182958340544896,6.333333333333333,0.0,0.0,0.0,0.0,0.4545454545041322,0.5689710568648755
101,6,1,VERB,0.1666666666666666,0.5,0.6666666666666666,-0.0021774917840957,5.161580618829999,1.0,2.584962500721156,2.6666666666666665,0.0,0.0,0.0,0.0,0.3333333332777777,0.5948904796738181
102,7,1,VERB,0.1428571428571428,0.1428571428571428,0.5714285714285714,0.0551808513700962,5.362845886801054,1.0,2.807354922057604,1.4285714285714286,0.0,0.1428571428367347,0.0,0.0,0.4285714285102041,0.6622788003438306
103,8,1,VERB,0.125,0.5,0.625,0.1282505691051483,4.775100969187154,0.875,2.75,2.0,0.0,0.2857142856734694,0.0,0.0,0.2857142856734694,0.492765378346451
104,6,1,VERB,0.1666666666666666,0.3333333333333333,0.5,0.2035193294286728,3.450999436423705,1.0,2.584962500721156,3.5,0.0,0.1666666666388888,0.0,0.0,0.3333333332777777,0.6449454439371018
105,12,1,VERB,0.25,0.3333333333333333,0.5833333333333334,0.0942161977291107,5.615358778970507,0.9166666666666666,3.418295834054489,3.0,0.0,0.0,0.0,0.0,0.1818181818016528,0.5374030576402801
107,5,1,VERB,0.2,0.6,1.0,0.0527679733932018,9.346507698715424,1.0,2.321928094887362,6.6,0.0,0.19999999996,0.0,0.0,0.59999999988,0.6078136059202855
108,8,1,VERB,0.0,0.75,0.75,0.2312514185905456,6.126380810929909,0.75,2.5,6.75,0.0,0.0,0.0,0.0,0.0,0.4167211059378092
109,6,1,VERB,0.1666666666666666,0.6666666666666666,0.8333333333333334,0.1060594692826271,6.891570261610841,1.0,2.584962500721156,8.5,0.0,0.3333333332777777,0.0,0.0,0.8333333331944445,0.7526234493548881
110,52,2,ADV,0.0576923076923076,0.25,0.3076923076923077,0.2688331007957458,6.198710242652044,0.5384615384615384,4.068080694519541,0.3461538461538461,0.0,0.0357142857130102,0.0,0.0,0.1071428571390306,0.3664607546773252
111,5,1,VERB,0.2,0.8,1.0,0.1444215327501297,7.360466342955779,1.0,2.321928094887362,2.0,0.0,0.0,0.0,0.0,0.19999999996,0.7013110719474527
113,5,1,VERB,0.0,0.6,0.8,0.165471464395523,5.485773882668433,1.0,2.321928094887362,4.6,0.0,0.19999999996,0.0,0.0,0.19999999996,0.4390474826791187
114,15,1,VERB,0.1333333333333333,0.3333333333333333,0.4666666666666667,0.1542167961597442,6.49524317392013,0.7333333333333333,3.323231428797621,1.6666666666666667,0.0,0.0909090909008264,0.0,0.0,0.2727272727024793,0.4294600498872656
115,7,3,VERB,0.4285714285714285,0.4285714285714285,0.8571428571428571,0.1633562594652176,7.83454376739556,1.0,2.807354922057604,2.142857142857143,0.0,0.4285714285102041,0.0,0.0,0.4285714285102041,0.7509353263841866
116,6,1,ADP,0.1666666666666666,0.3333333333333333,0.5,0.262332558631897,6.5962990255153215,1.0,2.584962500721156,5.5,0.0,0.0,0.0,0.1666666666388888,0.1666666666388888,0.4166268349162673
117,5,1,VERB,0.4,0.2,0.6,0.0985274612903595,6.444154759813901,1.0,2.321928094887362,2.8,0.0,0.19999999996,0.0,0.0,0.19999999996,0.4408081617950581
118,12,1,VERB,0.1666666666666666,0.3333333333333333,0.5833333333333334,0.1056199222803115,5.172375844090722,0.9166666666666666,3.418295834054489,2.75,0.0,0.0909090909008264,0.0,0.0,0.4545454545041322,0.5177225223214919
119,12,1,VERB,0.1666666666666666,0.4166666666666667,0.5833333333333334,0.1451091915369033,4.668665324903135,0.9166666666666666,3.418295834054489,2.4166666666666665,0.0,0.2727272727024793,0.0,0.0,0.5454545454049586,0.6075247766120245
120,11,1,VERB,0.1818181818181818,0.3636363636363636,0.5454545454545454,0.1679786741733551,5.418393269196111,1.0,3.459431618637298,4.909090909090909,0.0,0.1818181818016528,0.0,0.0,0.3636363636033057,0.4376021049964374
121,6,1,VERB,0.1666666666666666,0.5,0.6666666666666666,0.165361151099205,6.2935863699287085,1.0,2.584962500721156,5.666666666666667,0.0,0.1666666666388888,0.0,0.0,0.4999999999166666,0.8269136324613918
122,7,1,VERB,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.1590690463781356,5.046556468597646,1.0,2.807354922057604,1.5714285714285714,0.0,0.2857142856734694,0.0,0.0,0.2857142856734694,0.5169259413762247
123,9,4,VERB,0.3333333333333333,0.5555555555555556,0.8888888888888888,0.2201577126979828,6.633393989316852,0.7777777777777778,2.725480556997868,1.8888888888888888,0.1428571428367347,0.1428571428367347,0.0,0.1428571428367347,0.8571428570204082,0.6750951468980548
124,10,1,NOUN,0.1,0.5,0.6,0.1445708721876144,6.039499801771619,0.9,3.121928094887362,1.9,0.1111111110987654,0.1111111110987654,0.0,0.0,0.3333333332962963,0.75890647094934
125,18,3,NOUN,0.1111111111111111,0.4444444444444444,0.6666666666666666,0.1758260726928711,5.854365044816836,0.7222222222222222,3.614369445886756,0.6666666666666666,0.0769230769171597,0.0769230769171597,0.0,0.0,0.0769230769171597,0.4206320216823659
126,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0145022301003336,4.787345206773069,1.0,1.584962500721156,3.0,0.3333333332222222,0.3333333332222222,0.0,0.0,0.3333333332222222,0.402497490219122
127,5,1,VERB,0.4,0.4,0.8,0.0791796073317527,7.902655867488994,1.0,2.321928094887362,3.4,0.0,0.19999999996,0.0,0.0,0.39999999992,0.6748795157919143
128,5,1,VERB,0.4,0.2,0.8,0.2411339730024337,6.083491096275719,1.0,2.321928094887362,3.0,0.0,0.19999999996,0.0,0.0,0.19999999996,0.2843612081579136
129,5,1,VERB,0.2,0.4,0.8,0.1850594878196716,7.855080432499247,1.0,2.321928094887362,3.2,0.0,0.19999999996,0.0,0.0,0.59999999988,0.6613546357330843
130,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0719915255904197,5.533038513848195,1.0,1.584962500721156,10.333333333333334,0.3333333332222222,0.3333333332222222,0.0,0.3333333332222222,0.6666666664444444,0.6807375997659737
131,3,1,VERB,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0395223014056682,5.243437158645473,1.0,1.584962500721156,6.666666666666667,0.3333333332222222,0.3333333332222222,0.0,0.3333333332222222,0.3333333332222222,0.4443333559099226
132,14,2,VERB,0.2142857142857142,0.2857142857142857,0.5,0.160059317946434,5.026458753269736,1.0,3.8073549220576055,1.1428571428571428,0.0,0.1428571428469387,0.0,0.0,0.1428571428469387,0.599456311834819
